Date,Open,High,Low,Close,Adj Close,Volume
2018-06-19,49.7,50.06,49.58,49.96,49.576,16588
2018-06-20,50.45,50.888999999999996,50.45,50.58,50.1913,189989
2018-06-21,50.77,50.85,50.2,50.27,49.8836,428740
2018-06-22,50.59,50.61,50.19,50.49,50.1019,181638
2018-06-25,50.23,50.23,49.015,49.45,49.0699,2509603
2018-06-26,49.72,49.78,49.35,49.5322,49.1515,104005
2018-06-27,49.82,50.0,49.1,49.1,48.7227,144983
2018-06-28,49.1,49.79,48.97,49.59,49.2088,336481
2018-06-29,49.8,49.84,49.4204,49.53,49.1493,152346
2018-07-02,49.11,49.84,48.94,49.84,49.457,321297
2018-07-03,50.0,50.0,49.18899999999999,49.23,48.8516,97459
2018-07-05,49.59,50.0,49.33,49.9799,49.5957,324879
2018-07-06,50.14,50.8164,49.93,50.77,50.3798,199770
2018-07-09,51.2,51.2,50.65,51.06,50.6675,118112
2018-07-10,51.21,51.21,50.87,51.038999999999994,50.6467,1153296
2018-07-11,50.7,51.23,50.65,50.97,50.5782,227517
2018-07-12,51.3,51.77,51.14,51.77,51.3721,361366
2018-07-13,51.78,51.7998,51.4486,51.69,51.2927,80077
2018-07-16,51.78,51.78,51.45,51.54,51.1439,200891
2018-07-17,50.81,51.68,50.72,51.55,51.1538,172559
2018-07-18,51.59,51.6,51.23,51.4,51.0049,147833
2018-07-19,51.43,51.47,51.0062,51.04,50.6477,258442
2018-07-20,51.05,51.18600000000001,50.84,50.87,50.4791,158390
2018-07-23,50.93,51.1,50.65,51.08,50.6874,94753
2018-07-24,52.11,52.11,51.16,51.44,51.0446,211201
2018-07-25,51.53,51.875,51.38,51.81,51.4117,612027
2018-07-26,49.75,50.02,49.57,49.8562,49.4729,833638
2018-07-27,49.77,49.83,48.638000000000005,48.91,48.5341,1111208
2018-07-30,49.02,49.02,47.869,48.14,47.77,251253
2018-07-31,48.37,48.77,48.14,48.46,48.0876,1211405
2018-08-01,48.56,48.778999999999996,48.119,48.26,47.888999999999996,1250389
2018-08-02,48.09,48.66,47.9,48.58,48.2067,190710
2018-08-03,48.86,48.93,48.65,48.91,48.5341,117156
2018-08-06,48.91,49.41,48.82,49.4,49.0203,110254
2018-08-07,49.68,49.799,49.42,49.46,49.0798,128846
2018-08-08,49.55,49.6,49.3584,49.42,49.0401,114201
2018-08-09,49.46,49.885,49.46,49.69,49.3081,306361
2018-08-10,49.53,49.53,49.15,49.27,48.8913,177577
2018-08-13,49.33,49.61,49.17,49.2,48.8219,261036
2018-08-14,49.44,49.63,49.11,49.55,49.1691,189801
2018-08-15,49.24,49.2999,48.49,48.86,48.4845,555147
2018-08-16,49.19,49.2347,48.76,48.84,48.4646,177579
