Date,Adj Close
2000-01-03,20.259377999999998
2000-01-04,19.69964
2000-01-05,19.611851
2000-01-06,19.875238
2000-01-07,20.632557000000002
2000-01-10,20.632557000000002
2000-01-11,20.369164
2000-01-12,20.127684
2000-01-13,20.51182
2000-01-14,20.369164
2000-01-18,20.347178
2000-01-19,20.281364
2000-01-20,20.149679000000003
2000-01-21,19.897228
2000-01-24,19.326548000000003
2000-01-25,19.21677
2000-01-26,19.370438
2000-01-27,19.480148
2000-01-28,18.964401000000002
2000-01-31,19.09609
2000-02-01,18.964401000000002
2000-02-02,18.975351
2000-02-03,18.964401000000002
2000-02-04,19.041161
2000-02-07,18.711952
2000-02-08,18.78879
2000-02-09,18.591217
2000-02-10,18.272966
2000-02-11,17.888834
2000-02-14,18.174205999999998
2000-02-15,18.49246
2000-02-16,18.448574
2000-02-17,18.525404
2000-02-18,18.119286
2000-02-22,18.415620999999998
2000-02-23,18.272966
2000-02-24,18.108320000000003
2000-02-25,17.790075
2000-02-28,17.844931
2000-02-29,18.042514999999998
2000-03-01,17.943684
2000-03-02,18.009570999999998
2000-03-03,18.503426
2000-03-06,18.426579
2000-03-07,17.691322
2000-03-08,17.877874
2000-03-09,18.064426
2000-03-10,18.108320000000003
2000-03-13,17.833973
2000-03-14,17.735222
2000-03-15,18.448574
2000-03-16,19.447285
2000-03-17,19.421379
2000-03-20,19.531387
2000-03-21,19.949259
2000-03-22,19.861279
2000-03-23,20.323207999999997
2000-03-24,20.444117000000002
2000-03-27,20.191235
2000-03-28,20.136198
2000-03-29,20.389154
2000-03-30,20.521126000000002
2000-03-31,20.554129
2000-04-03,20.642117000000002
2000-04-04,20.411185999999997
2000-04-05,20.334187
2000-04-06,20.510143
2000-04-07,20.818066
2000-04-10,20.851082
2000-04-11,21.103970999999998
2000-04-12,20.730093
2000-04-13,20.785063
2000-04-14,19.421379
2000-04-17,19.894285
2000-04-18,19.971287
2000-04-19,20.048222
2000-04-20,20.213198000000002
2000-04-24,20.235228
2000-04-25,21.290981
2000-04-26,20.971998000000003
2000-04-27,20.994032
2000-04-28,20.851082
2000-05-01,21.334972
2000-05-02,21.115017
2000-05-03,20.411185999999997
2000-05-04,20.444117000000002
2000-05-05,20.807095
2000-05-08,20.796039999999998
2000-05-09,20.631128
2000-05-10,20.422161
2000-05-11,20.928009
2000-05-12,21.180965
2000-05-15,21.532881
2000-05-16,21.730879
2000-05-17,21.58786
2000-05-18,21.488901000000002
2000-05-19,20.895069
2000-05-22,20.532101
2000-05-23,20.444117000000002
2000-05-24,20.741068
2000-05-25,20.367186
2000-05-26,20.257179
2000-05-30,20.620079
2000-05-31,20.763096
2000-06-01,20.928009
2000-06-02,21.082005
2000-06-05,21.048994
2000-06-06,20.895069
2000-06-07,20.796039999999998
2000-06-08,20.466154
2000-06-09,20.543152
2000-06-12,20.565120999999998
2000-06-13,20.653098999999997
2000-06-14,20.609104000000002
2000-06-15,20.807095
2000-06-16,20.442320000000002
2000-06-19,20.232985
2000-06-20,19.604788
2000-06-21,19.681944
2000-06-22,19.252144
2000-06-23,19.461538
2000-06-26,19.924421
2000-06-27,20.012575
2000-06-28,20.265987
2000-06-29,19.913345
2000-06-30,19.946424
2000-07-03,20.210915
2000-07-05,20.034589999999998
2000-07-06,19.979507
2000-07-07,20.078667000000003
2000-07-10,20.100746
2000-07-11,20.486397
2000-07-12,20.563554999999997
2000-07-13,20.728876
2000-07-14,20.938271
2000-07-17,21.059456
2000-07-18,21.114603
2000-07-19,20.938271
2000-07-20,21.191689999999998
2000-07-21,21.158682000000002
2000-07-24,21.004360000000002
2000-07-25,21.048433
2000-07-26,20.783962
2000-07-27,20.640715
2000-07-28,19.946424
2000-07-31,20.25499
2000-08-01,20.409304000000002
2000-08-02,20.32114
2000-08-03,20.354151
2000-08-04,20.607637
2000-08-07,21.213767999999998
2000-08-08,21.401087
2000-08-09,21.588409
2000-08-10,21.533325
2000-08-11,21.77581
2000-08-14,21.996204000000002
2000-08-15,21.720654999999997
2000-08-16,21.621492
2000-08-17,21.731728
2000-08-18,21.665564
2000-08-21,21.974138
2000-08-22,21.930048
2000-08-23,21.819885
2000-08-24,22.051287
2000-08-25,22.150454999999997
2000-08-28,22.448019
2000-08-29,22.304771
2000-08-30,22.095373000000002
2000-08-31,22.260696
2000-09-01,22.459021
2000-09-05,22.459021
2000-09-06,22.569262
2000-09-07,22.437016
2000-09-08,22.172539
2000-09-11,22.062292000000003
2000-09-12,21.996204000000002
2000-09-13,22.062292000000003
2000-09-14,22.040285
2000-09-15,21.481594
2000-09-18,21.238451
2000-09-19,20.995376999999998
2000-09-20,21.105843
2000-09-21,21.172188000000002
2000-09-22,21.017448
2000-09-25,21.636255
2000-09-26,21.658394
2000-09-27,21.481594
2000-09-28,21.768869
2000-09-29,21.614197
2000-10-02,21.393194
2000-10-03,21.813060999999998
2000-10-04,21.967798000000002
2000-10-05,21.989859
2000-10-06,21.393194
2000-10-09,21.525789000000003
2000-10-10,21.238451
2000-10-11,20.862772
2000-10-12,20.387604
2000-10-13,21.017448
2000-10-16,21.304783
2000-10-17,20.730173
2000-10-18,20.354437
2000-10-19,20.708042000000003
2000-10-20,20.818581
2000-10-23,21.061649
2000-10-24,21.393194
2000-10-25,20.995376999999998
2000-10-26,21.105843
2000-10-27,21.094822
2000-10-30,21.326851
2000-10-31,22.100403
2000-11-01,22.122467
2000-11-02,22.078272
2000-11-03,21.901466
2000-11-06,22.100403
2000-11-07,22.188812
2000-11-08,22.045099
2000-11-09,22.188812
2000-11-10,21.680464
2000-11-13,21.28266
2000-11-14,21.702602
2000-11-15,21.746803
2000-11-16,21.857262
2000-11-17,21.768869
2000-11-20,21.459459
2000-11-21,21.724657
2000-11-22,21.371057999999998
2000-11-24,21.724657
2000-11-27,21.768869
2000-11-28,21.492626
2000-11-29,21.669420000000002
2000-11-30,21.348995000000002
2000-12-01,21.536825
2000-12-04,22.122467
2000-12-05,22.929111
2000-12-06,22.47608
2000-12-07,22.409809
2000-12-08,22.796513
2000-12-11,23.050686
2000-12-12,22.708118
2000-12-13,22.310307
2000-12-14,21.835203
2000-12-15,21.48225
2000-12-18,21.881706
2000-12-19,21.5044
2000-12-20,20.794249
2000-12-21,20.916323000000002
2000-12-22,21.415636
2000-12-26,21.659788
2000-12-27,22.014874
2000-12-28,22.336636
2000-12-29,22.192398
2001-01-02,21.204792
2001-01-03,22.125795
2001-01-04,22.303328
2001-01-05,21.659788
2001-01-08,21.48225
2001-01-09,21.548796
2001-01-10,21.74856
2001-01-11,22.014874
2001-01-12,21.948254000000002
2001-01-16,22.1591
2001-01-17,22.125795
2001-01-18,22.270025
2001-01-19,22.037024
2001-01-22,21.992643
2001-01-23,22.281179
2001-01-24,22.1591
2001-01-25,22.148020000000002
2001-01-26,21.78179
2001-01-29,21.872837
2001-01-30,22.227911
2001-01-31,22.277634
2001-02-01,21.986458
2001-02-02,21.91544
2001-02-05,22.021964999999998
2001-02-06,22.128498
2001-02-07,21.93675
2001-02-08,21.908344
2001-02-09,21.389935
2001-02-12,21.638479
2001-02-13,21.865742
2001-02-14,21.638479
2001-02-15,22.007765
2001-02-16,21.361517000000003
2001-02-20,21.439642000000003
2001-02-21,21.176878
2001-02-22,20.978041
2001-02-23,20.949625
2001-02-26,21.36862
2001-02-27,21.318908999999998
2001-02-28,20.942532
2001-03-01,20.793394
2001-03-02,20.914127
2001-03-05,21.176878
2001-03-06,21.48225
2001-03-07,21.737898
2001-03-08,21.872837
2001-03-09,21.411238
2001-03-12,20.239470999999998
2001-03-13,20.267879
2001-03-14,19.841785
2001-03-15,19.749464
2001-03-16,19.235981
2001-03-19,19.620564
2001-03-20,19.221733
2001-03-21,18.723209
2001-03-22,18.217569
2001-03-23,18.580778
2001-03-26,18.91551
2001-03-27,19.221733
2001-03-28,18.872774
2001-03-29,18.872774
2001-03-30,18.936869
2001-04-02,18.801551999999997
2001-04-03,18.018148
2001-04-04,18.103613
2001-04-05,19.157644
2001-04-06,18.773070999999998
2001-04-09,19.1078
2001-04-10,19.670408
2001-04-11,19.449635999999998
2001-04-12,19.834219
2001-04-16,19.798599
2001-04-17,20.047874
2001-04-18,20.909601000000002
2001-04-19,20.980831
2001-04-20,20.923845
2001-04-23,20.603357
2001-04-24,20.396835
2001-04-25,20.873997
2001-04-26,21.165997
2001-04-27,21.322672
2001-04-30,21.1019
2001-05-01,21.294184
2001-05-02,21.301304000000002
2001-05-03,20.987947
2001-05-04,21.308424
2001-05-07,21.386772
2001-05-08,21.422373
2001-05-09,21.301304000000002
2001-05-10,21.536337
2001-05-11,21.429502
2001-05-14,21.529203
2001-05-15,21.614662
2001-05-16,22.312599
2001-05-17,22.682934
2001-05-18,22.754162
2001-05-21,22.974926
2001-05-22,22.903707999999998
2001-05-23,22.554741
2001-05-24,22.526251000000002
2001-05-25,22.19153
2001-05-29,22.134554
2001-05-30,21.685879
2001-05-31,21.984993
2001-06-01,21.920898
2001-06-04,22.063335000000002
2001-06-05,22.298359
2001-06-06,22.041964
2001-06-07,22.141678
2001-06-08,21.871056
2001-06-11,21.493595000000003
2001-06-12,21.636029999999998
2001-06-13,21.557692000000003
2001-06-14,21.41526
2001-06-15,21.30463
2001-06-18,21.276081
2001-06-19,21.054827
2001-06-20,21.147614
2001-06-21,21.240393
2001-06-22,21.054827
2001-06-25,20.776466
2001-06-26,20.833567000000002
2001-06-27,20.790747
2001-06-28,20.862112
2001-06-29,20.626587
2001-07-02,20.926351999999998
2001-07-03,21.054827
2001-07-05,20.890667
2001-07-06,20.50526
2001-07-09,20.569496
2001-07-10,20.255454999999998
2001-07-11,20.048473
2001-07-12,20.533815
2001-07-13,20.697962
2001-07-16,20.348236
2001-07-17,20.76219
2001-07-18,20.826432999999998
2001-07-19,20.769335
2001-07-20,20.876389
2001-07-23,20.647989000000003
2001-07-24,20.098431
2001-07-25,20.234049
2001-07-26,20.433884
2001-07-27,20.626587
2001-07-30,20.583773
2001-07-31,20.583773
2001-08-01,20.697962
2001-08-02,20.726519
2001-08-03,20.826432999999998
2001-08-06,20.376787
2001-08-07,20.526669000000002
2001-08-08,20.341099
2001-08-09,20.348236
2001-08-10,20.726519
2001-08-13,20.533815
2001-08-14,20.54809
2001-08-15,20.50526
2001-08-16,20.498119
2001-08-17,20.248316
2001-08-20,20.234049
2001-08-21,20.205498000000002
2001-08-22,20.169809
2001-08-23,20.234049
2001-08-24,20.605180999999998
2001-08-27,20.598043
2001-08-28,20.205498000000002
2001-08-29,20.069881
2001-08-30,19.698751
2001-08-31,19.877186
2001-09-04,19.691616
2001-09-05,19.741577
2001-09-06,19.398989
2001-09-07,18.913654
2001-09-10,18.877968
2001-09-17,17.129348999999998
2001-09-18,16.886679
2001-09-19,16.465584
2001-09-20,15.523472
2001-09-21,15.538523000000001
2001-09-24,16.577776
2001-09-25,16.68528
2001-09-26,16.39143
2001-09-27,16.570601999999997
2001-09-28,16.964802
2001-10-01,16.814281
2001-10-02,17.143982
2001-10-03,17.559681
2001-10-04,17.581181
